"ID","yr","ewe_age","age_class","prim","birthdate","median_bdate","birthdate_tp1","greenup_date","mass_fall_tm1","mass_fall","mass_spring","mass_gain","greenup_mismatch","mismatch_tp1","wean_mass","code_sr","repro_tp1","wean_tp1","frs","pred","first_pregnant"
311,2019,10,"adult",NA,NA,155,NA,144,78.532,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","0"
312,2011,2,"adult",NA,NA,148,NA,151,NA,64.713,44.147,"20.5665800870099",NA,NA,NA,"0","no",NA,"noLamb","0","0"
312,2012,3,"adult",NA,NA,150,NA,146,64.713,70.313,53.63,"16.6834939790723",NA,NA,NA,"0","yes","yes","weaned","0","0"
312,2013,4,"prim","TRUE",157,156,NA,146,70.313,73.354,63.569,"9.785070394805",11,NA,24.498,"5","yes","no","neoDeath","1","1"
312,2014,5,"adult","FALSE",NA,155.5,NA,152,73.354,76.078,58.004,"18.0748483767915",NA,NA,NA,"1","yes","yes","weaned","0","0"
312,2015,6,"adult","FALSE",148,147.5,"150",137,76.078,77.783,61.093,"16.6895692255958",11,"27",NA,"5","yes","yes","weaned","0","0"
312,2016,7,"adult","FALSE",150,149,NA,123,77.783,80.954,70.403,"10.5511967578188",27,NA,NA,"5","yes","no","neoDeath","0","0"
312,2017,8,"adult","FALSE",NA,145.5,NA,141,80.954,82.875,62.967,"19.90854966624",NA,NA,NA,"1","yes","yes","weaned","0","0"
312,2018,9,"adult","FALSE",151,152,"166",131,82.875,75.691,60.525,"15.1658611641321",20,"22",NA,"3","yes","no","notWeaned","0","0"
312,2019,10,"adult","FALSE",166,155,NA,144,75.691,78.242,65.316,"12.9254889214409",22,NA,NA,"2","no",NA,"noLamb","0","1"
312,2020,11,"adult",NA,NA,173.5,NA,139,78.242,81.654,56.974,"24.6797921480721",NA,NA,NA,"0","yes","yes","weaned","0","0"
313,2011,2,"adult",NA,NA,148,NA,151,NA,65.546,48.555,"16.9911104088535",NA,NA,NA,"0","yes","yes","weaned","0","0"
313,2012,3,"prim","TRUE",151,150,NA,146,65.546,69.309,52.982,"16.3263817309046",5,NA,NA,"3",NA,NA,NA,"0","0"
314,2011,2,"adult",NA,NA,148,NA,151,NA,54.518,37.302,"17.2161979934697",NA,NA,NA,"0",NA,NA,NA,"0","0"
315,2011,2,"adult",NA,NA,148,NA,151,NA,57.612,40.679,"16.9327015714349",NA,NA,NA,"0","yes","yes","weaned","0","0"
315,2012,3,"prim","TRUE",183,150,"159",146,57.612,66.95,52.038,"14.9119179213795",37,"13",NA,"5","yes","yes","weaned","0","0"
315,2013,4,"adult","FALSE",159,156,NA,146,66.95,67.979,54.98,"12.9996707638448",13,NA,22.472,"5","yes","no","neoDeath","1","0"
315,2014,5,"adult","FALSE",NA,155.5,NA,152,67.979,71.204,49.595,"21.6094144631592",NA,NA,NA,"1","yes","no","notWeaned","0","0"
315,2015,6,"adult","FALSE",NA,147.5,NA,137,71.204,74.887,57.538,"17.3489494453366",NA,NA,NA,"2","yes","yes","weaned","0","0"
315,2016,7,"adult","FALSE",148,149,"144",123,74.887,73.885,62.284,"11.601263449289",25,"3",31.28,"5","yes","yes","weaned","0","0"
315,2017,8,"adult","FALSE",144,145.5,NA,141,73.885,77.68,57.785,"19.8954067582486",3,NA,29.269,"5","yes","no","neoDeath","0","0"
315,2018,9,"adult","FALSE",NA,152,NA,131,77.68,77.941,60.822,"17.1197604390024",NA,NA,NA,"1","yes","no","neoDeath","0","0"
315,2019,10,"adult","FALSE",NA,155,NA,144,77.941,77.264,58.301,"18.9627312632348",NA,NA,NA,"1","yes","no","neoDeath","0","0"
315,2020,11,"adult","FALSE",NA,173.5,NA,139,77.264,78.527,51.936,"26.5906355890157",NA,NA,NA,"1","yes","no","notWeaned","0","0"
316,2012,2,"adult",NA,NA,150,NA,146,NA,58.037,42.843,"15.1941870596461",NA,NA,NA,"0","yes","yes","weaned","0","0"
316,2013,3,"prim","TRUE",159,156,NA,146,58.037,63.077,49.023,"14.0533736573565",13,NA,23.263,"5","no",NA,"noLamb","1","0"
316,2014,4,"adult",NA,NA,155.5,NA,152,63.077,69.868,49.862,"20.0058965734645",NA,NA,NA,"0","yes","no","neoDeath","0","0"
316,2015,5,"adult","FALSE",NA,147.5,NA,137,69.868,70.663,53.645,"17.0179852747317",NA,NA,NA,"1","yes","no","neoDeath","0","0"
316,2016,6,"adult","FALSE",NA,149,NA,123,70.663,74.275,60.315,"13.9599949800578",NA,NA,NA,"1","yes","yes","weaned","0","0"
316,2017,7,"adult","FALSE",142,145.5,"159",141,74.275,73.402,58.268,"15.1338466276119",1,"28",NA,"5","yes","yes","weaned","0","0"
316,2018,8,"adult","FALSE",159,152,NA,131,73.402,71.221,57.59,"13.6303112724617",28,NA,27.281,"3",NA,NA,NA,"0","1"
317,2012,2,"adult",NA,NA,150,NA,146,NA,55.916,38.085,"17.8307274456255",NA,NA,NA,"0",NA,NA,NA,"0","0"
318,2012,2,"adult",NA,NA,150,NA,146,NA,53.153,36.851,"16.3021495710658",NA,NA,NA,"0","no",NA,"noLamb","0","0"
318,2013,3,"adult",NA,NA,156,NA,146,53.153,60.81,46.731,"14.0783520844666",NA,NA,NA,"0","no",NA,"noLamb","1","0"
318,2014,4,"adult",NA,NA,155.5,NA,152,60.81,66.684,50.9,"15.78429306837",NA,NA,NA,"0","yes","no","notWeaned","0","0"
318,2015,5,"prim","TRUE",149,147.5,"148",137,66.684,69.552,52.471,"17.0809110249172",12,"25",NA,"2","yes","yes","weaned","0","0"
318,2016,6,"adult","FALSE",148,149,NA,123,69.552,67.6,56.016,"11.5838263200339",25,NA,33.021,"5",NA,NA,NA,"0","0"
319,2012,2,"adult",NA,NA,150,NA,146,NA,62.782,46.778,"16.0038171339838",NA,NA,NA,"0","yes","no","notWeaned","0","0"
319,2013,3,"prim","TRUE",173,156,NA,146,62.782,69.435,57.548,"11.8870701511668",27,NA,NA,"2","no",NA,"noLamb","1","1"
319,2014,4,"adult",NA,NA,155.5,NA,152,69.435,75.895,54.344,"21.5505795424184",NA,NA,NA,"0","yes","no","notWeaned","0","0"
319,2015,5,"adult","FALSE",141,147.5,NA,137,75.895,NA,NA,NA,4,NA,NA,"2",NA,NA,NA,"0",NA
320,2012,2,"adult",NA,NA,150,NA,146,NA,54.614,36.734,"17.8804189099141",NA,NA,NA,"0","no",NA,"noLamb","0","0"
320,2013,3,"adult",NA,NA,156,NA,146,54.614,62.292,48.112,"14.1802541532629",NA,NA,NA,"0","no",NA,"noLamb","1","0"
320,2014,4,"adult",NA,NA,155.5,NA,152,62.292,71.136,50.247,"20.8889385298038",NA,NA,NA,"0","yes","yes","weaned","0","0"
320,2015,5,"prim","TRUE",164,147.5,"143",137,71.136,70.775,62.614,"8.16051896643179",27,"20",23.527,"5","yes","yes","weaned","0","1"
320,2016,6,"adult","FALSE",143,149,"141",123,70.775,74.238,61.538,"12.7005031747092",20,"0",33.013,"5","yes","yes","weaned","0","0"
320,2017,7,"adult","FALSE",141,145.5,"148",141,74.238,75.749,57.013,"18.7357487923912",0,"17",36.316,"5","yes","yes","weaned","0","0"
320,2018,8,"adult","FALSE",148,152,"156",131,75.749,71.207,55.618,"15.5882191750159",17,"12",27.841,"5","yes","yes","weaned","0","0"
320,2019,9,"adult","FALSE",156,155,NA,144,71.207,69.863,57.561,"12.3019250559593",12,NA,24.481,"3",NA,NA,NA,"0","1"
321,2012,2,"adult",NA,NA,150,NA,146,NA,46.721,29.217,"17.5034356505441",NA,NA,NA,"0","no",NA,"noLamb","0","0"
321,2013,3,"adult",NA,NA,156,NA,146,46.721,57.736,43.159,"14.5765267023089",NA,NA,NA,"0","no",NA,"noLamb","1","0"
321,2014,4,"adult",NA,NA,155.5,NA,152,57.736,62.747,55.643,"7.1041464253994",NA,NA,NA,"0","yes","yes","weaned","0","1"
321,2015,5,"prim","TRUE",144,147.5,"145",137,62.747,65.527,51.348,"14.1795992141065",7,"22",24.578,"5","yes","yes","weaned","0","0"
321,2016,6,"adult","FALSE",145,149,"151",123,65.527,65.613,53.169,"12.4436985284848",22,"10",33.347,"3","yes","yes","weaned","0","0"
321,2017,7,"adult","FALSE",151,145.5,"151",141,65.613,67.213,51.983,"15.2299467822164",10,"20",34.816,"5","yes","no","notWeaned","0","0"
321,2018,8,"adult","FALSE",151,152,"155",131,67.213,68.181,52.615,"15.5656603262927",20,"11",24.854,"2","yes","yes","weaned","0","0"
321,2019,9,"adult","FALSE",155,155,NA,144,68.181,66.912,50.648,"16.2647612152457",11,NA,22.633,"3",NA,NA,NA,"0","0"
322,2013,2,"adult",NA,NA,156,NA,146,NA,54.903,39.543,"15.360341445014",NA,NA,NA,"0","no",NA,"noLamb","1","0"
322,2014,3,"adult",NA,NA,155.5,NA,152,54.903,61.66,43.885,"17.7743880986117",NA,NA,NA,"0","yes","yes","weaned","0","0"
322,2015,4,"prim","TRUE",144,147.5,"148",137,61.66,64.331,48.927,"15.4043951785974",7,"25",26.73,"5","yes","yes","weaned","0","0"
322,2016,5,"adult","FALSE",148,149,"151",123,64.331,66.689,54.181,"12.5085682030867",25,"10",31.067,"5","yes","yes","weaned","0","0"
322,2017,6,"adult","FALSE",151,145.5,"155",141,66.689,69.732,51.451,"18.2801071862214",10,"24",32.669,"5","yes","yes","weaned","0","0"
322,2018,7,"adult","FALSE",155,152,NA,131,69.732,69.039,53.412,"15.6269661622603",24,NA,NA,"5",NA,NA,NA,"0","0"
323,2013,2,"adult",NA,NA,156,NA,146,NA,52.08,36.61,"15.4699208181724",NA,NA,NA,"0","no",NA,"noLamb","1","0"
323,2014,3,"adult",NA,NA,155.5,NA,152,52.08,62.595,41.51,"21.0845518874548",NA,NA,NA,"0","no",NA,"noLamb","0","0"
323,2015,4,"adult",NA,NA,147.5,NA,137,62.595,72.99,54.818,"18.1718082839558",NA,NA,NA,"0","yes","yes","weaned","0","0"
323,2016,5,"prim","TRUE",167,149,"146",123,72.99,72.625,66.864,"5.7606541715424",44,"5",22.86,"5","yes","yes","weaned","0","0"
323,2017,6,"adult","FALSE",146,145.5,NA,141,72.625,74.497,55.611,"18.8858123749741",5,NA,29.463,"5","no",NA,"noLamb","0","0"
323,2018,7,"adult",NA,NA,152,NA,131,74.497,76.101,60.66,"15.4407478738972",NA,NA,NA,"0","yes","no","neoDeath","0","0"
323,2019,8,"adult","FALSE",NA,155,NA,144,76.101,79.116,60.457,"18.6586823158426",NA,NA,NA,"1",NA,NA,NA,"0","0"
324,2013,2,"adult",NA,NA,156,NA,146,NA,53.532,37.329,"16.2032601756595",NA,NA,NA,"0","no",NA,"noLamb","1","0"
324,2014,3,"adult",NA,NA,155.5,NA,152,53.532,62.782,40.805,"21.9775280048206",NA,NA,NA,"0","no",NA,"noLamb","0","0"
324,2015,4,"adult",NA,NA,147.5,NA,137,62.782,72.786,56.26,"16.5255153546641",NA,NA,NA,"0","yes","no","neoDeath","0","0"
324,2016,5,"prim","TRUE",153,149,"142",123,72.786,70.17,63.148,"7.0217801550468",30,"1",NA,"1","yes","yes","weaned","0","1"
324,2017,6,"adult","FALSE",142,145.5,"156",141,70.17,75.852,56.558,"19.2943372107838",1,"25",31.221,"5","yes","yes","weaned","0","0"
324,2018,7,"adult","FALSE",156,152,NA,131,75.852,69.133,58.028,"11.1049204220006",25,NA,27.141,"3","no",NA,"noLamb","0","1"
324,2019,8,"adult",NA,NA,155,NA,144,69.133,75.829,56.14,"19.6890841083272",NA,NA,NA,"0",NA,NA,NA,"0","0"
325,2013,2,"adult",NA,NA,156,NA,146,NA,55.406,40.081,"15.3243777421863",NA,NA,NA,"0","no",NA,"noLamb","1","0"
325,2014,3,"adult",NA,NA,155.5,NA,152,55.406,61.891,44.041,"17.8503613084045",NA,NA,NA,"0",NA,NA,NA,"0","0"
326,2014,2,"adult",NA,NA,155.5,NA,152,NA,60.666,38.394,"22.2721945850957",NA,NA,NA,"0","no",NA,"noLamb","0","0"
326,2015,3,"adult",NA,NA,147.5,NA,137,60.666,71.828,56.522,"15.3055790667103",NA,NA,NA,"0","yes","yes","weaned","0","0"
326,2016,4,"prim","TRUE",146,149,"146",123,71.828,73.259,59.815,"13.4440749698389",23,"5",29.128,"5","yes","yes","weaned","0","0"
326,2017,5,"adult","FALSE",146,145.5,NA,141,73.259,78.093,57.431,"20.6618832568356",5,NA,32.751,"5",NA,NA,NA,"0","0"
327,2014,2,"adult",NA,NA,155.5,NA,152,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","0"
328,2014,2,"adult",NA,NA,155.5,NA,152,NA,63.808,44.726,"19.0822654882621",NA,NA,NA,"0","yes","yes","weaned","0","0"
328,2015,3,"prim","TRUE",148,147.5,"166",137,63.808,72.384,52.994,"19.3902859606596",11,"43",26.858,"3","yes","yes","weaned","0","0"
328,2016,4,"adult","FALSE",166,149,NA,123,72.384,79.951,72.388,"7.5638051035435",43,NA,NA,"5","no",NA,"noLamb","0","0"
328,2017,5,"adult",NA,NA,145.5,NA,141,79.951,91.907,69.759,"22.1476613729715",NA,NA,NA,"0","yes","yes","weaned","0","1"
328,2018,6,"adult","FALSE",151,152,NA,131,91.907,82.495,65.351,"17.1437510545124",20,NA,29.664,"5","yes","no","neoDeath","0","0"
328,2019,7,"adult","FALSE",NA,155,NA,144,82.495,81.915,63.202,"18.7130692826571",NA,NA,NA,"1","yes","yes","weaned","0","1"
328,2020,8,"adult","FALSE",168,173.5,"160",139,81.915,83.108,55.503,"27.6048508571164",29,NA,NA,"3",NA,NA,"human","0","0"
329,2015,2,"adult",NA,NA,147.5,NA,137,NA,53.151,33.337,"19.8141180514035",NA,NA,NA,"0","yes","no","notWeaned","0","0"
329,2016,3,"prim","TRUE",150,149,"143",123,53.151,60.619,46.24,"14.3781716528031",27,"2",NA,"2","yes","yes","weaned","0","0"
329,2017,4,"adult","FALSE",143,145.5,"149",141,60.619,63.53,48.304,"15.2260722662072",2,"18",34.181,"3","yes","yes","weaned","0","0"
329,2018,5,"adult","FALSE",149,152,NA,131,63.53,63.901,47.839,"16.0626917352883",18,NA,27.612,"5","no",NA,"noLamb","0","0"
329,2019,6,"adult",NA,NA,155,NA,144,63.901,67.657,51.964,"15.6928596231279",NA,NA,NA,"0",NA,NA,NA,"0","0"
330,2015,2,"adult",NA,NA,147.5,NA,137,NA,61.965,43.807,"18.1584824321727",NA,NA,NA,"0","yes","yes","weaned","0","0"
330,2017,4,"adult",NA,NA,145.5,NA,141,76.948,76.47,55.116,"21.353831336866",NA,NA,NA,"0","yes","yes","weaned","0","0"
330,2018,5,"adult","FALSE",146,152,NA,131,76.47,76.903,60.997,"15.9057554266938",15,NA,26.024,"3","no",NA,"noLamb","0","0"
330,2019,6,"adult",NA,NA,155,NA,144,76.903,77.907,59.368,"18.5395429698195",NA,NA,NA,"0","no",NA,"noLamb","0","0"
330,2020,7,"adult",NA,NA,173.5,NA,139,77.907,81.398,54.405,"26.9934940242424",NA,NA,NA,"0","yes","no","neoDeath","0","0"
331,2015,2,"adult",NA,NA,147.5,NA,137,NA,54.329,36.596,"17.7329956970897",NA,NA,NA,"0","no",NA,"noLamb","0","0"
331,2016,3,"adult",NA,NA,149,NA,123,54.329,67.889,52.704,"15.184386958998",NA,NA,NA,"0","yes","yes","weaned","0","0"
331,2017,4,"prim","TRUE",145,145.5,"177",141,67.889,68.218,50.782,"17.4355104592974",4,"46",33.367,"5","yes","yes","weaned","0","0"
331,2018,5,"adult","FALSE",177,152,NA,131,68.218,68.011,55.161,"12.8503958818533",46,NA,19.545,"3","yes","no","neoDeath","0","1"
331,2019,6,"adult","FALSE",NA,155,NA,144,68.011,67.495,49.898,"17.5968376053397",NA,NA,NA,"1","yes","no","neoDeath","0","0"
331,2020,7,"adult","FALSE",NA,173.5,NA,139,67.495,72.248,48.326,"23.921971260921",NA,NA,NA,"1","yes","yes","weaned","0","0"
332,2015,2,"adult",NA,NA,147.5,NA,137,NA,60.594,38.809,"21.7847366663753",NA,NA,NA,"0","yes","yes","weaned","0","0"
332,2017,4,"adult","FALSE",150,145.5,"156",141,71.816,72.582,52.674,"19.9078412601774",9,"25",27.661,"5","yes","yes","weaned","0","0"
332,2018,5,"adult","FALSE",156,152,NA,131,72.582,70.131,62.506,"7.62491282437101",25,NA,29.32,"5",NA,NA,NA,"0","1"
333,2016,2,"adult",NA,NA,149,NA,123,NA,61.237,48.414,"12.8230341568861",NA,NA,NA,"0","yes","yes","weaned","0","0"
333,2017,3,"prim","TRUE",139,145.5,NA,141,61.237,65.96,48.034,"17.9256961250307",-2,NA,35.75,"5",NA,NA,NA,"0","0"
334,2016,2,"adult",NA,NA,149,NA,123,NA,57.623,45.344,"12.278942104824",NA,NA,NA,"0","yes","yes","weaned","0","0"
334,2017,3,"prim","TRUE",146,145.5,NA,141,57.623,62.156,45.896,"16.2595301175469",5,NA,26.984,"5",NA,NA,NA,"0","0"
335,2016,2,"adult",NA,NA,149,NA,123,NA,58.546,43.802,"14.7433561776491",NA,NA,NA,"0","yes","yes","weaned","0","0"
335,2017,3,"prim","TRUE",150,145.5,NA,141,58.546,62.537,45.234,"17.3029020263603",9,NA,NA,"5","no",NA,"noLamb","0","0"
335,2018,4,"adult",NA,NA,152,NA,131,62.537,69.386,51.852,"17.5341718976678",NA,NA,NA,"0","yes","yes","weaned","0","0"
335,2019,5,"adult","FALSE",151,155,NA,144,69.386,68.248,48.699,"19.5495888815",7,NA,23.735,"3","no",NA,"noLamb","0","0"
335,2020,6,"adult",NA,NA,173.5,NA,139,68.248,76.406,50.289,"26.1170970937084",NA,NA,NA,"0","yes","no","notWeaned","0","0"
336,2017,NA,"adult",NA,NA,145.5,NA,141,NA,65.442,47.582,"17.8601380499076",NA,NA,NA,NA,NA,NA,NA,"0",NA
337,2017,2,"adult",NA,NA,145.5,NA,141,NA,63.07,44.103,"18.9672253745373",NA,NA,NA,"0","yes","yes","weaned","0","0"
337,2018,3,"prim","TRUE",165,152,"192",131,63.07,66.361,55.308,"11.0528809135067",34,"48",20.801,"3","yes","yes","weaned","0","1"
337,2019,4,"adult","FALSE",192,155,NA,144,66.361,69.01,54.801,"14.2094844137301",48,NA,19.417,"3","no",NA,"noLamb","0","1"
337,2020,5,"adult",NA,NA,173.5,NA,139,69.01,73.443,43.728,"29.7151048151142",NA,NA,NA,"0","yes","yes","weaned","0","0"
338,2017,2,"adult",NA,NA,145.5,NA,141,NA,67.675,46.467,"21.2073380225433",NA,NA,NA,"0","yes","yes","weaned","0","0"
338,2018,3,"prim","TRUE",153,152,NA,131,67.675,68.922,54.574,"14.3479645613729",22,NA,23.84,"3","no",NA,"noLamb","0","0"
338,2019,4,"adult",NA,NA,155,NA,144,68.922,72.713,60.823,"11.8892421439404",NA,NA,NA,"0","yes","yes","weaned","0","0"
338,2020,5,"adult","FALSE",179,173.5,"160",139,72.713,74.282,46.644,"27.6377021005802",40,NA,NA,"5","yes","no","notWeaned","0","0"
339,2017,2,"adult",NA,NA,145.5,NA,141,NA,58.389,42.415,"15.9735360842703",NA,NA,NA,"0","yes","yes","weaned","0","0"
339,2018,3,"prim","TRUE",182,152,NA,131,58.389,63.094,52.244,"10.8501177362817",51,NA,NA,"3","no",NA,"noLamb","0","1"
339,2019,4,"adult",NA,NA,155,NA,144,63.094,67,48.971,"18.0286964642245",NA,NA,NA,"0","no",NA,"noLamb","0","0"
339,2020,5,"adult",NA,NA,173.5,NA,139,67,70.191,44.231,"25.9593626919984",NA,NA,NA,"0","yes","yes","weaned","0","0"
340,2017,2,"adult",NA,NA,145.5,NA,141,NA,56.31,40.207,"16.1033398543734",NA,NA,NA,"0","yes","yes","weaned","0","0"
340,2018,3,"prim","TRUE",173,152,NA,131,56.31,62.359,52.031,"10.3275972085283",42,NA,26.143,"3","no",NA,"noLamb","0","1"
340,2019,4,"adult",NA,NA,155,NA,144,62.359,64.685,48.899,"15.7858991553762",NA,NA,NA,"0","no",NA,"noLamb","0","0"
340,2020,5,"adult",NA,NA,173.5,NA,139,64.685,68.948,44.922,"24.0257742757281",NA,NA,NA,"0","yes","no","notWeaned","0","0"
341,2015,3,"adult",NA,157,147.5,NA,137,NA,66.928,49.816,"17.1126481622387",20,NA,20.213,"0","no",NA,"noLamb","0","0"
341,2016,4,"adult",NA,NA,149,NA,123,66.928,77.123,62.018,"15.1044127552278",NA,NA,NA,"0","yes","yes","weaned","0","0"
341,2017,5,"prim","TRUE",147,145.5,NA,141,77.123,81.211,61.698,"19.5132120535116",6,NA,33.502,"3",NA,NA,NA,"0","0"
342,2017,2,"adult",NA,NA,145.5,NA,141,NA,65.872,47.306,"18.5655620803497",NA,NA,NA,"0","yes","yes","weaned","0","0"
342,2018,3,"prim","TRUE",162,152,NA,131,65.872,66.292,56.119,"10.1738205445731",31,NA,27.566,"3",NA,NA,NA,"0","1"
343,2017,2,"adult",NA,NA,145.5,NA,141,NA,NA,NA,NA,NA,NA,NA,"0","no",NA,"noLamb","0","0"
343,2018,3,"adult",NA,NA,152,NA,131,NA,59.555,45.513,"14.0413536533434",NA,NA,NA,"0","no",NA,"noLamb","0","0"
343,2019,4,"adult",NA,NA,155,NA,144,59.555,NA,NA,NA,NA,NA,NA,"0","no",NA,"noLamb","0","0"
343,2020,5,"adult",NA,NA,173.5,NA,139,NA,NA,NA,NA,NA,NA,NA,"0","yes","yes","weaned","0",NA
344,2016,2,"adult",NA,NA,149,NA,123,NA,62.164,49.163,"13.0017482586961",NA,NA,NA,"0","yes","yes","weaned","0","0"
344,2017,3,"prim","TRUE",146,145.5,"202",141,62.164,67.011,51.243,"15.767817302752",5,"71",27.572,"3","yes","yes","weaned","0","0"
344,2019,5,"adult","FALSE",153,155,NA,144,71.733,68.429,60.045,"8.38375618984299",9,NA,27.814,"3","yes","no","neoDeath","0","1"
344,2020,6,"adult","FALSE",NA,173.5,NA,139,68.429,76.699,49.773,"26.9267798611573",NA,NA,NA,"1","yes","yes","weaned","0","0"
345,2015,2,"adult",NA,NA,147.5,NA,137,NA,41.617,25.038,"16.5789793042296",NA,NA,NA,"0","no",NA,"noLamb","0","0"
345,2016,3,"adult",NA,NA,149,NA,123,41.617,58.381,41.427,"16.9540673614979",NA,NA,NA,"0","no",NA,"noLamb","0","0"
345,2017,4,"adult",NA,NA,145.5,NA,141,58.381,70.47,52.987,"17.4836678965598",NA,NA,NA,"0","no",NA,"noLamb","0","0"
345,2018,5,"adult",NA,NA,152,NA,131,70.47,75.593,58.328,"17.2655302467163",NA,NA,NA,"0","no",NA,"noLamb","0","0"
345,2019,6,"adult",NA,NA,155,NA,144,75.593,74.104,58.444,"15.6600493972991",NA,NA,NA,"0","no",NA,"noLamb","0","0"
345,2020,7,"adult",NA,NA,173.5,NA,139,74.104,80.046,52.166,"27.8799009803814",NA,NA,NA,"0","no",NA,"noLamb","0","0"
346,2016,2,"adult",NA,NA,149,NA,123,NA,60.705,43.844,"16.8610270933051",NA,NA,NA,"0","yes","yes","weaned","0","0"
346,2017,3,"prim","TRUE",143,145.5,NA,141,60.705,64.809,47.922,"16.88697605293",2,NA,NA,"3",NA,NA,NA,"0","0"
347,2015,3,"prim","TRUE",NA,147.5,NA,137,NA,58.372,41.343,"17.029445971952",NA,NA,NA,"3","no",NA,"noLamb","0","0"
347,2016,4,"adult",NA,NA,149,NA,123,58.372,64.759,51.795,"12.9644360842933",NA,NA,NA,"0","yes","no","notWeaned","0","0"
347,2017,5,"adult","FALSE",149,145.5,"150",141,64.759,72.78,51.272,"21.5073884241053",8,"19",NA,"2","yes","yes","weaned","0","0"
347,2018,6,"adult","FALSE",150,152,NA,131,72.78,68.392,53.405,"14.9870104623494",19,NA,26.143,"3","no",NA,"noLamb","0","0"
347,2019,7,"adult",NA,NA,155,NA,144,68.392,74.166,51.12,"23.0459006116549",NA,NA,NA,"0","no",NA,"noLamb","0","0"
347,2020,8,"adult",NA,NA,173.5,NA,139,74.166,76.771,50.414,"26.3574992172205",NA,NA,NA,"0","yes","yes","weaned","0","0"
348,2015,2,"adult",NA,NA,147.5,NA,137,NA,53.434,40.928,"12.5054976757224",NA,NA,NA,"0","no",NA,"noLamb","0","0"
348,2016,3,"adult",NA,NA,149,NA,123,53.434,66.053,53.072,"12.9809082078475",NA,NA,NA,"0","yes","yes","weaned","0","0"
348,2017,4,"prim","TRUE",152,145.5,"175",141,66.053,69.874,53.718,"16.1558620915727",11,"44",30.225,"5","yes","yes","weaned","0","0"
348,2018,5,"adult","FALSE",175,152,NA,131,69.874,71.238,57.609,"13.6291340274469",44,NA,20.987,"5","yes","no","neoDeath","0","1"
348,2019,6,"adult","FALSE",NA,155,NA,144,71.238,72.31,55.332,"16.9787736987089",NA,NA,NA,"1",NA,NA,NA,"0","0"
349,2016,2,"adult",NA,NA,149,NA,123,NA,51.036,36.469,"14.5678012269215",NA,NA,NA,"0","no",NA,"noLamb","0","0"
349,2017,3,"adult",NA,NA,145.5,NA,141,51.036,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","0"
350,2018,2,"adult",NA,NA,152,NA,131,NA,47.038,31.856,"15.1821633698237",NA,NA,NA,"0","no",NA,"noLamb","0","0"
350,2019,3,"adult",NA,NA,155,NA,144,47.038,54.356,37.751,"16.6044041246906",NA,NA,NA,"0",NA,NA,NA,"0","0"
351,2018,2,"adult",NA,NA,152,NA,131,NA,60.029,44.047,"15.9818324752332",NA,NA,NA,"0","no",NA,"noLamb","0","0"
351,2019,3,"adult",NA,NA,155,NA,144,60.029,68.963,50.24,"18.7232286917356",NA,NA,NA,"0",NA,NA,NA,"0","0"
352,2018,2,"adult",NA,NA,152,NA,131,NA,59.654,43.725,"15.929102313085",NA,NA,NA,"0","no",NA,"noLamb","0","0"
352,2019,3,"adult",NA,NA,155,NA,144,59.654,67.539,50.713,"16.82580566896",NA,NA,NA,"0",NA,NA,NA,"0","0"
353,2018,2,"adult",NA,NA,152,NA,131,NA,56.148,40.535,"15.6127162647728",NA,NA,NA,"0","no",NA,"noLamb","0","0"
353,2019,3,"adult",NA,NA,155,NA,144,56.148,64.303,46.767,"17.5364580796245",NA,NA,NA,"0","no",NA,"noLamb","0","0"
353,2020,4,"adult",NA,NA,173.5,NA,139,64.303,71.249,44.495,"26.7541763182787",NA,NA,NA,"0","yes","yes","weaned","0","0"
354,2019,2,"adult",NA,NA,155,NA,144,NA,54.42,37.507,"16.9130879781911",NA,NA,NA,"0",NA,NA,NA,"0","0"
355,2019,2,"adult",NA,NA,155,NA,144,NA,60.754,38.769,"21.9846531186104",NA,NA,NA,"0","no",NA,"noLamb","0","0"
355,2020,3,"adult",NA,NA,173.5,NA,139,60.754,69.618,41.67,"27.9486580488177",NA,NA,NA,"0","yes","yes","weaned","0","0"
356,2019,2,"adult",NA,NA,155,NA,144,NA,63.252,43.179,"20.0729123870682",NA,NA,NA,"0","no",NA,"noLamb","0","0"
356,2020,3,"adult",NA,NA,173.5,NA,139,63.252,72.109,44.656,"27.4529769708972",NA,NA,NA,"0","yes","yes","weaned","0","0"
357,2019,2,"adult",NA,NA,155,NA,144,NA,63.398,44.659,"18.7386144312541",NA,NA,NA,"0","no",NA,"noLamb","0","0"
357,2020,3,"adult",NA,NA,173.5,NA,139,63.398,73.703,45.058,"28.6449338396621",NA,NA,NA,"0","yes","yes","weaned","0","0"
358,2019,2,"adult",NA,NA,155,NA,144,NA,58.919,41.106,"17.8126125780563",NA,NA,NA,"0","no",NA,"noLamb","0","0"
358,2020,3,"adult",NA,NA,173.5,NA,139,58.919,70.972,40.899,"30.0732170466004",NA,NA,NA,"0","yes","no","notWeaned","0","0"
359,2019,2,"adult",NA,NA,155,NA,144,NA,57.99,39.869,"18.1210038297403",NA,NA,NA,"0",NA,NA,NA,"0","0"
