"ID","yr","ewe_age_z","age_class","prim","mass_gain","repro_tp1","frs","wean_tp1","birthdate_tp1","mismatch_tp1","pred","first_pregnant","birthdate_z","median_bdate_z","greenup_date_z","mass_fall_tm1_z","mass_fall_z","mass_spring_z","greenup_mismatch_z","code_sr","wean_mass_z","rtp1"
32,2009,-0.363,"adult","FALSE",20.952,"yes","weaned","yes",137,-13,"0","0",-1.099,-1.781,-0.028,-0.058,0.543,-0.116,-0.841,"5",0.747,"1"
32,2010,-0.078,"adult","FALSE",17.581,"yes","weaned","yes",149,-2,"0","0",-1.241,-1.272,0.328,0.552,0.747,0.475,-1.167,"3",NA,"1"
33,2007,-0.649,"prim","TRUE",10.336,"yes","weaned","yes",147,-13,"0","1",0.952,-1.127,0.507,-0.846,-0.541,0.166,0.409,"5",NA,"1"
33,2008,-0.363,"adult","FALSE",23.16,"yes","notWeaned","no",149,3,"0","0",-0.533,-0.692,1.219,-0.513,-0.177,-1.039,-1.167,"5",0.504,"1"
33,2009,-0.078,"adult","FALSE",15.609,"yes","weaned","yes",139,-11,"0","1",-0.392,-1.781,-0.028,-0.156,-0.078,-0.043,-0.298,"2",NA,"1"
33,2010,0.208,"adult","FALSE",15.037,"yes","weaned","yes",149,-2,"0","0",-1.099,-1.272,0.328,-0.058,0.252,0.328,-1.059,"5",1.284,"1"
33,2011,0.494,"adult","FALSE",17.747,"yes","neoDeath","no",NA,NA,"0","1",-0.392,-0.692,0.418,0.266,0.133,-0.107,-0.57,"5",0.52,"1"
34,2009,-0.935,"prim","TRUE",21.176,"yes","neoDeath","no",NA,NA,"0","0",-0.887,-1.781,-0.028,-1.238,-0.237,-0.856,-0.678,"5",-0.823,"1"
34,2010,-0.649,"adult","FALSE",17.645,"yes","weaned","yes",NA,NA,"0","0",NA,-1.272,0.328,-0.215,0.433,0.18,NA,"1",NA,"1"
34,2011,-0.363,"adult","FALSE",20.937,"yes","weaned","yes",143,-3,"0","0",-0.958,-0.692,0.418,0.444,0.608,-0.055,-1.004,"5",NA,"1"
34,2012,-0.078,"adult","FALSE",15.267,"yes","notWeaned","no",152,6,"0","0",-0.816,-0.401,-0.028,0.616,0.367,0.405,-0.624,"5",NA,"1"
34,2013,0.208,"adult","FALSE",12.167,"yes","weaned","yes",156,4,"1","0",-0.18,0.47,-0.028,0.379,0.662,1.047,-0.135,"2",0.318,"1"
34,2014,0.494,"adult","FALSE",11.769,"yes","weaned","yes",144,7,"0","1",0.103,0.397,0.507,0.669,0.371,0.828,-0.243,"5",-1.326,"1"
34,2015,0.78,"adult","FALSE",13.273,"yes","neoDeath","no",NA,NA,"0","0",-0.746,-0.764,-0.829,0.383,0.885,1.118,-0.08,"3",0.44,"1"
34,2016,1.066,"adult","FALSE",12.76,"yes","weaned","yes",NA,NA,"0","0",NA,-0.546,-2.077,0.889,0.959,1.247,NA,"1",NA,"1"
35,2009,-0.935,"prim","TRUE",20.624,"yes","weaned","yes",144,-6,"0","0",-0.887,-1.781,-0.028,-0.308,0.262,-0.333,-0.678,"5",-0.416,"1"
35,2010,-0.649,"adult","FALSE",20.994,"yes","weaned","yes",148,-3,"0","0",-0.746,-1.272,0.328,0.276,0.593,-0.075,-0.787,"5",0.26,"1"
36,2010,-0.935,"prim","TRUE",19.57,"yes","neoDeath","no",NA,NA,"0","0",-0.392,-1.272,0.328,-1.328,-0.19,-0.62,-0.515,"5",0.07,"1"
36,2011,-0.649,"adult","FALSE",20.192,"yes","neoDeath","no",NA,NA,"0","0",NA,-0.692,0.418,-0.168,0.252,-0.291,NA,"1",NA,"1"
36,2012,-0.363,"adult","FALSE",15.6,"yes","notWeaned","no",NA,NA,"0","0",NA,-0.401,-0.028,0.266,0.362,0.36,NA,"1",NA,"1"
36,2013,-0.078,"adult","FALSE",13.074,"yes","weaned","yes",152,0,"1","0",-0.675,0.47,-0.028,0.374,0.15,0.469,-0.515,"2",NA,"1"
36,2014,0.208,"adult","FALSE",21.17,"yes","weaned","yes",148,11,"0","0",-0.18,0.397,0.507,0.166,0.729,0.028,-0.461,"5",0.338,"1"
36,2015,0.494,"adult","FALSE",16.63,"yes","weaned","yes",149,26,"0","0",-0.463,-0.764,-0.829,0.735,0.984,0.806,0.137,"3",0.317,"1"
36,2016,0.78,"adult","FALSE",11.395,"yes","weaned","yes",140,-1,"0","0",-0.392,-0.546,-2.077,0.986,1.11,1.548,0.952,"5",NA,"1"
37,2010,-0.935,"prim","TRUE",16.769,"yes","weaned","yes",195,44,"0","0",-0.746,-1.272,0.328,-2.158,-1.218,-1.224,-0.787,"5",-0.621,"1"
38,2010,-0.935,"prim","TRUE",20.353,"yes","weaned","yes",149,-2,"0","0",-1.312,-1.272,0.328,-1.682,-0.92,-1.382,-1.222,"2",NA,"1"
38,2011,-0.649,"adult","FALSE",19.543,"yes","weaned","yes",146,0,"0","0",-0.392,-0.692,0.418,-0.886,-0.206,-0.632,-0.57,"5",-0.257,"1"
38,2012,-0.363,"adult","FALSE",17.329,"yes","neoDeath","no",NA,NA,"0","0",-0.604,-0.401,-0.028,-0.184,-0.27,-0.425,-0.461,"3",-0.491,"1"
38,2013,-0.078,"adult","FALSE",13.378,"yes","weaned","yes",NA,NA,"1","0",NA,0.47,-0.028,-0.247,-0.249,0.068,NA,"1",NA,"1"
38,2014,0.208,"adult","FALSE",9.26,"yes","weaned","yes",154,17,"0","0",0.032,0.397,0.507,-0.226,-0.462,0.367,-0.298,"5",-0.695,"1"
38,2015,0.494,"adult","FALSE",14.903,"yes","weaned","yes",145,22,"0","0",-0.038,-0.764,-0.829,-0.435,0.195,0.291,0.463,"5",NA,"1"
38,2016,0.78,"adult","FALSE",11.298,"yes","weaned","yes",143,2,"0","0",-0.675,-0.546,-2.077,0.21,-0.006,0.54,0.735,"5",0.855,"1"
38,2017,1.066,"adult","FALSE",17.81,"yes","notWeaned","no",150,19,"0","0",-0.816,-1.055,-0.473,0.013,0.029,-0.209,-0.352,"5",0.751,"1"
39,2010,-0.649,"prim","TRUE",16.536,"yes","neoDeath","no",NA,NA,"0","0",-0.533,-1.272,0.328,0.043,-1.127,-1.113,-0.624,"5",-0.384,"1"
39,2011,-0.363,"adult","FALSE",21.43,"yes","weaned","yes",NA,NA,"0","0",NA,-0.692,0.418,-1.089,0.855,0.112,NA,"1",NA,"1"
39,2012,-0.078,"adult","FALSE",14.774,"yes","weaned","yes",151,5,"0","0",-0.604,-0.401,-0.028,0.859,0.203,0.314,-0.461,"5",0.255,"1"
39,2013,0.208,"adult","FALSE",12.605,"yes","neoDeath","no",NA,NA,"1","0",-0.251,0.47,-0.028,0.218,0.108,0.487,-0.189,"5",-0.51,"1"
39,2014,0.494,"adult","FALSE",20.45,"yes","weaned","yes",NA,NA,"0","0",NA,0.397,0.507,0.124,0.79,0.17,NA,"1",NA,"1"
39,2015,0.78,"adult","FALSE",16.748,"yes","weaned","yes",144,21,"0","0",-0.533,-0.764,-0.829,0.795,1.439,1.207,0.083,"5",0.051,"1"
39,2016,1.066,"adult","FALSE",9.948,"yes","weaned","yes",142,1,"0","0",-0.746,-0.546,-2.077,1.433,1.021,1.64,0.681,"5",0.773,"1"
39,2017,1.351,"adult","FALSE",18.536,"yes","weaned","yes",150,19,"0","0",-0.887,-1.055,-0.473,1.022,1.385,0.944,-0.406,"5",1.448,"1"
39,2018,1.637,"senescent","FALSE",17.187,"yes","neoDeath","no",NA,NA,"0","0",-0.321,-0.111,-1.364,1.38,1.52,1.229,0.572,"3",0.445,"1"
39,2019,1.923,"senescent","FALSE",13.902,"yes","neoDeath","no",NA,NA,"0","1",NA,0.325,-0.206,1.513,1.389,1.504,NA,"1",NA,"1"
39,2020,2.209,"senescent","FALSE",25.773,"yes","neoDeath","no",NA,NA,"0","1",NA,3.011,-0.651,1.384,1.149,-0.14,NA,"1",NA,"1"
40,2010,-0.649,"prim","TRUE",16.061,"yes","weaned","yes",171,20,"0","0",-0.392,-1.272,0.328,-0.399,-0.516,-0.498,-0.515,"5",0.461,"1"
40,2011,-0.363,"adult","FALSE",18.08,"yes","neoDeath","no",NA,NA,"0","1",1.164,-0.692,0.418,-0.489,0.406,0.103,0.626,"5",-0.953,"1"
40,2012,-0.078,"adult","FALSE",13.592,"yes","notWeaned","no",NA,NA,"0","0",NA,-0.401,-0.028,0.418,0.326,0.568,NA,"1",NA,"1"
40,2013,0.208,"adult","FALSE",11.963,"yes","neoDeath","no",NA,NA,"1","0",0.032,0.47,-0.028,0.339,0.189,0.639,0.028,"2",0.143,"1"
40,2014,0.494,"adult","FALSE",18.411,"yes","weaned","yes",NA,NA,"0","0",NA,0.397,0.507,0.205,0.85,0.47,NA,"1",NA,"1"
40,2015,0.78,"adult","FALSE",17.729,"yes","weaned","yes",164,41,"0","0",-0.746,-0.764,-0.829,0.854,0.939,0.633,-0.08,"5",-0.308,"1"
40,2016,1.066,"adult","FALSE",9.787,"yes","weaned","yes",146,5,"0","0",0.669,-0.546,-2.077,0.941,1.097,1.73,1.768,"3",NA,"1"
41,2011,-0.935,"prim","TRUE",17.578,"yes","notWeaned","no",153,7,"0","1",0.598,-0.692,0.418,-1.079,-0.51,-0.674,0.191,"5",-0.594,"1"
41,2012,-0.649,"adult","FALSE",15.151,"yes","weaned","yes",161,15,"0","1",-0.109,-0.401,-0.028,-0.483,-0.441,-0.32,-0.08,"2",NA,"1"
41,2013,-0.363,"adult","FALSE",12.907,"yes","neoDeath","no",NA,NA,"1","0",0.457,0.47,-0.028,-0.415,-0.106,0.255,0.354,"3",-0.441,"1"
42,2012,-0.935,"prim","TRUE",16.261,"yes","neoDeath","no",NA,NA,"0","0",-0.392,-0.401,-0.028,-0.836,-0.644,-0.639,-0.298,"3",NA,"1"
